,sentence.id,sentence.id,agent.id,agent.id,wpm,wpm,lev.distance,lev.distance,gaze.shift,gaze.shift,bs,bs,immediate.bs,immediate.bs,delayed.bs,delayed.bs,gaze.keyboard.ratio,gaze.keyboard.ratio,fix.count,fix.count,finger.travel,finger.travel,iki,iki,correct.error,correct.error,uncorrected.error,uncorrected.error,fix.duration,fix.duration,chunck.length,chunck.length,error.rate,error.rate,kspc,kspc,sentence.length,sentence.length
i need your home cell or whatever>,1151.0,,0.0,,17.0277895371921,,0.0,,14.0,,11.0,,0.0,,1.0,,0.8276941925969576,,51.0,,124.2640355499859,,427.8719953521171,,1.0,,0.0,,288.15719057328613,,2.1578947368421053,,0.0,,1.6666666666666667,,33.0,
i plan to be in the office tomorrow>,498.0,,0.0,,23.545603904954454,,0.0,,10.0,,0.0,,0.0,,0.0,,0.8267645132391392,,44.0,,133.80587789897652,,509.6492767159378,,0.0,,0.0,,298.5192963833476,,2.9166666666666665,,0.0,,1.0,,35.0,
i see some volume reversing in the system>,697.0,,0.0,,21.197773112573685,,0.0,,16.0,,2.0,,0.0,,1.0,,0.7505697135226738,,63.0,,135.83566417570975,,516.8713562950373,,1.0,,0.0,,319.0740265300821,,1.64,,0.0,,1.0975609756097562,,41.0,
i sent it to her>,898.0,,0.0,,19.638892325155435,,0.0,,4.0,,3.0,,0.0,,1.0,,0.8846944000279694,,21.0,,72.46620546933093,,451.6326618905226,,1.0,,0.0,,264.60020319849804,,4.0,,0.0,,1.375,,16.0,
i short paid the august invoice>,518.0,,0.0,,21.55596989864104,,0.0,,13.0,,0.0,,0.0,,0.0,,0.7730190330170645,,47.0,,117.93209097086884,,556.6903301695796,,0.0,,0.0,,344.0630870245568,,1.631578947368421,,0.0,,1.0,,31.0,
i should have more info by our meeting this afternoon>,669.0,,0.0,,17.913779650831437,,9.0,,15.0,,23.0,,1.0,,3.0,,0.8573536189160458,,72.0,,190.25948232732853,,404.8697368235536,,0.0,,1.0,,274.8877564618984,,2.9565217391304346,,16.666666666666664,,1.69811320754717,,53.0,
i spoke with greg>,456.0,,0.0,,21.42658557687193,,0.0,,7.0,,0.0,,0.0,,0.0,,0.7692961664966752,,27.0,,62.07329675349594,,560.0519017343072,,0.0,,0.0,,345.2347933540812,,1.1666666666666667,,0.0,,1.0,,17.0,
i spoke with lara robinson this morning>,643.0,,0.0,,23.05404342689796,,0.0,,14.0,,0.0,,0.0,,0.0,,0.8150772440903084,,53.0,,139.6798293135752,,520.516066435408,,0.0,,0.0,,309.2827831210323,,2.055555555555556,,0.0,,1.0,,39.0,
i still believe a september closing is unrealistic>,957.0,,0.0,,19.999225421694305,,0.0,,20.0,,0.0,,0.0,,0.0,,0.7172372102709796,,85.0,,197.51482532147787,,577.3808519001379,,0.0,,0.0,,369.7541051819028,,1.205128205128205,,0.0,,1.04,,50.0,
i talked to duran>,567.0,,0.0,,22.419611587139908,,0.0,,6.0,,0.0,,0.0,,0.0,,0.7923448214842398,,24.0,,67.82180453658219,,535.245668880513,,0.0,,0.0,,319.2711459667101,,2.125,,0.0,,1.0,,17.0,
i think citation should be good now>,375.0,,0.0,,22.11656200306344,,0.0,,14.0,,1.0,,1.0,,0.0,,0.7619214562598917,,54.0,,116.75548806792068,,514.0229774888567,,1.0,,0.0,,304.2810304308318,,1.6363636363636365,,0.0,,1.0571428571428572,,35.0,
i think fmv is probably less than fifty>,778.0,,0.0,,23.5076265557623,,0.0,,12.0,,0.0,,0.0,,0.0,,0.7872260913507979,,51.0,,132.08164288182994,,510.4726320002945,,0.0,,0.0,,301.33297720224186,,2.176470588235294,,0.0,,1.0,,39.0,
i think i have given the gaffer a decision to make>,130.0,,0.0,,21.963956086102066,,0.0,,18.0,,1.0,,1.0,,0.0,,0.8000671208668784,,73.0,,184.6169442060628,,525.7326943312981,,1.0,,0.0,,314.67113572548976,,1.8846153846153848,,0.0,,1.04,,50.0,
i think i played three different courses>,473.0,,0.0,,25.95211711862828,,0.0,,10.0,,0.0,,0.0,,0.0,,0.818892244177123,,41.0,,114.72996038653446,,462.39002179080296,,0.0,,0.0,,270.3188459458883,,3.1666666666666665,,0.0,,1.0,,40.0,
i think im ok>,1485.0,,0.0,,25.20458548306917,,0.0,,3.0,,0.0,,0.0,,0.0,,0.8149753121275949,,16.0,,40.920480891093575,,476.1038426147032,,0.0,,0.0,,266.92798126526367,,1.6,,0.0,,1.0,,13.0,
i think in this case specific is better>,650.0,,0.0,,21.759185399771237,,0.0,,15.0,,1.0,,1.0,,0.0,,0.7758755296945751,,52.0,,137.10605098038235,,525.2297463622689,,1.0,,0.0,,326.97590407250954,,1.809523809523809,,0.0,,1.051282051282051,,39.0,
i think it should be fixed now>,1158.0,,0.0,,22.16568768715913,,0.0,,12.0,,1.0,,1.0,,0.0,,0.7737714470583729,,42.0,,105.36077557369512,,508.56654807320535,,1.0,,0.0,,293.2920357873797,,2.071428571428572,,0.0,,1.0666666666666669,,30.0,
i think that is the right answer>,460.0,,0.0,,22.52766977157946,,0.0,,14.0,,0.0,,0.0,,0.0,,0.7303908617534578,,46.0,,104.48735864816794,,532.6782628507367,,0.0,,0.0,,322.6100890020945,,1.5789473684210529,,0.0,,1.0,,32.0,
i think that pam butler called him>,1301.0,,0.0,,15.895062101486763,,0.0,,13.0,,13.0,,1.0,,3.0,,0.8443894169512206,,53.0,,153.32870101300963,,433.1688582075641,,1.0,,0.0,,287.5913677469726,,2.4444444444444446,,0.0,,1.7647058823529411,,34.0,
i think that we should enforce the agreement>,980.0,,0.0,,21.3994594368202,,0.0,,9.0,,4.0,,0.0,,1.0,,0.8646078157009977,,59.0,,172.9264404976373,,476.11853352483473,,1.0,,0.0,,283.5699213930146,,2.875,,0.0,,1.181818181818182,,44.0,
i think that will help>,645.0,,0.0,,22.17505034717357,,0.0,,10.0,,0.0,,0.0,,0.0,,0.7699904233987143,,34.0,,72.90477289429356,,541.1487149804607,,0.0,,0.0,,336.30809159131155,,1.3333333333333333,,0.0,,1.0,,22.0,
i think these will be just fine>,592.0,,0.0,,25.3390290602875,,0.0,,7.0,,0.0,,0.0,,0.0,,0.8477187278293685,,35.0,,98.03096402655666,,473.5777354155592,,0.0,,0.0,,272.3860154683196,,2.8,,0.0,,1.0,,31.0,
i think this move will not overcome the problem>,1061.0,,0.0,,23.265622958084457,,0.0,,16.0,,0.0,,0.0,,0.0,,0.8399331903783454,,65.0,,168.48753024550157,,515.78244956601,,0.0,,0.0,,307.854135941052,,2.090909090909091,,0.0,,1.0,,47.0,
i think those are the right dates>,404.0,,0.0,,23.51925427499179,,0.0,,12.0,,0.0,,0.0,,0.0,,0.7664447157632569,,45.0,,98.8594762582784,,510.2202586737494,,0.0,,0.0,,300.4947322318875,,1.8235294117647056,,0.0,,1.0,,33.0,
i think tim wants to move quickly>,954.0,,0.0,,19.14624531063456,,0.0,,17.0,,3.0,,0.0,,1.0,,0.7452481940464818,,56.0,,126.48674725309031,,532.7415289270596,,1.0,,0.0,,341.31018645778266,,1.44,,0.0,,1.181818181818182,,33.0,
i think we are dong ok>,270.0,,0.0,,21.543057174392324,,0.0,,9.0,,0.0,,0.0,,0.0,,0.655455410295539,,36.0,,65.75229256515719,,557.0240055930451,,0.0,,0.0,,353.8488036315189,,1.2222222222222223,,0.0,,1.0,,22.0,
i think we should consider this request>,495.0,,0.0,,23.186797052792908,,0.0,,10.0,,2.0,,0.0,,1.0,,0.8728933774392175,,44.0,,136.99274381755174,,470.4871864903342,,1.0,,0.0,,275.33798582856457,,3.727272727272727,,0.0,,1.1025641025641026,,39.0,
i think we should put a number on the table>,958.0,,0.0,,18.521867246297287,,0.0,,18.0,,7.0,,0.0,,2.0,,0.8019456908773981,,70.0,,175.0999370899749,,491.4973287956128,,1.0,,0.0,,309.9358483271336,,1.7692307692307692,,0.0,,1.3255813953488371,,43.0,
i think your outlined measures sound fine>,1191.0,,0.0,,22.453871495503577,,0.0,,15.0,,1.0,,1.0,,0.0,,0.8026360075094866,,59.0,,134.6904928467698,,510.13676892375753,,1.0,,0.0,,299.8081712557439,,1.8636363636363635,,0.0,,1.048780487804878,,41.0,
i thought it had gone to all of enron>,858.0,,0.0,,21.884754191978253,,0.0,,14.0,,0.0,,0.0,,0.0,,0.746642190295175,,60.0,,123.43408121225,,548.3269263494191,,0.0,,0.0,,334.39144004118793,,1.5,,0.0,,1.0,,37.0,
i thought you left to go get breakfast>,190.0,,0.0,,24.85920154394509,,34.0,,2.0,,1.0,,1.0,,0.0,,0.8498339428782442,,8.0,,17.718673555251023,,482.71864157772256,,0.0,,1.0,,244.30680161073903,,2.5,,89.47368421052632,,0.131578947368421,,38.0,
i thought you needed him to carry two people>,241.0,,0.0,,24.84658735264596,,0.0,,12.0,,0.0,,0.0,,0.0,,0.8222209315500609,,51.0,,136.36398585082117,,482.9637096509391,,0.0,,0.0,,286.0028687162429,,2.625,,0.0,,1.0,,44.0,
i thought you were on >,427.0,,0.0,,17.01447846748612,,0.0,,8.0,,6.0,,0.0,,1.0,,0.7894058011900303,,37.0,,83.69407052496373,,463.4708199127889,,1.0,,0.0,,309.1022315281312,,1.75,,0.0,,1.5454545454545454,,22.0,
i told gary you could make the call>,582.0,,0.0,,23.848819080506274,,0.0,,9.0,,0.0,,0.0,,0.0,,0.8560194627233306,,44.0,,123.42126940260482,,503.1695682495512,,0.0,,0.0,,294.6176962275824,,2.5,,0.0,,1.0,,35.0,
i told you silly>,840.0,,0.0,,17.768714619587588,,0.0,,7.0,,3.0,,0.0,,1.0,,0.7426148932344325,,29.0,,62.49889720005063,,499.1675204020564,,1.0,,0.0,,326.5577755575747,,1.2857142857142858,,0.0,,1.375,,16.0,
i tried that to no avail>,327.0,,0.0,,23.95590308080128,,0.0,,7.0,,0.0,,0.0,,0.0,,0.8591916958210741,,32.0,,83.12631126169579,,500.92037689103154,,0.0,,0.0,,285.0745712178516,,2.4444444444444446,,0.0,,1.0,,24.0,
i vote for the latter>,873.0,,0.0,,24.00631045352768,,0.0,,6.0,,0.0,,0.0,,0.0,,0.8616002699493939,,26.0,,76.99731356970072,,499.868566776642,,0.0,,0.0,,286.5117654916149,,2.2857142857142856,,0.0,,1.0,,21.0,
i want to compare the two>,158.0,,0.0,,23.95215002323304,,0.0,,7.0,,0.0,,0.0,,0.0,,0.841288693006865,,30.0,,91.849160244714,,500.99886600410713,,0.0,,0.0,,295.0932416366243,,2.625,,0.0,,1.0,,25.0,
i want to finish the rest of the year>,60.0,,0.0,,21.4369002738678,,33.0,,1.0,,6.0,,0.0,,1.0,,0.956837638431615,,5.0,,25.823214073769787,,335.8694544461267,,0.0,,1.0,,209.6392074195261,,9.0,,89.1891891891892,,0.3783783783783784,,37.0,
i want to remind you about our allemployee meeting this tuesday oct>,1439.0,,0.0,,21.964742652206763,,2.0,,20.0,,4.0,,1.0,,1.0,,0.8196846688764138,,91.0,,221.1575217532711,,487.2673844702396,,0.0,,1.0,,294.2165359380876,,2.2333333333333334,,2.985074626865672,,1.0895522388059702,,67.0,
i want to thank everyone involved>,128.0,,0.0,,23.740246764474524,,0.0,,10.0,,0.0,,0.0,,0.0,,0.8140145450327432,,42.0,,115.00836067887892,,505.4707357952609,,0.0,,0.0,,292.9414092306555,,2.5384615384615383,,0.0,,1.0,,33.0,
i wanted to get all of this out of the way before my move>,888.0,,0.0,,21.686543436011178,,0.0,,24.0,,1.0,,1.0,,0.0,,0.785661900625216,,83.0,,204.1388199919736,,534.8939094064128,,1.0,,0.0,,324.8900095919636,,1.8666666666666667,,0.0,,1.0350877192982455,,57.0,
i wanted to go drinking with you>,1454.0,,0.0,,22.31119277900724,,0.0,,9.0,,0.0,,0.0,,0.0,,0.7209021912097865,,50.0,,101.05306084562464,,537.8466368365067,,0.0,,0.0,,324.96703181181886,,1.1428571428571428,,0.0,,1.0,,32.0,
i was a bit rusty but i didnt want to miss the elections back home>,17.0,,0.0,,21.99922197970485,,6.0,,24.0,,0.0,,0.0,,0.0,,0.7444467067239284,,91.0,,199.7608020045041,,545.4738358961274,,0.0,,1.0,,340.29944639399264,,1.435897435897436,,9.090909090909092,,0.9090909090909092,,66.0,
i was going to call you but i hate to bother your holiday>,1391.0,,0.0,,15.539356644731203,,39.0,,12.0,,9.0,,2.0,,2.0,,0.7540573764902626,,39.0,,85.5277595397546,,471.9200093666544,,0.0,,1.0,,312.8748267576484,,1.5,,68.42105263157895,,0.6140350877192983,,57.0,
i was out thurs>,1164.0,,0.0,,24.68069818002932,,0.0,,4.0,,0.0,,0.0,,0.0,,0.8008722753559945,,18.0,,46.5371171122836,,486.20990834489214,,0.0,,0.0,,271.6039238679676,,2.5,,0.0,,1.0,,15.0,
i was planning on calling you after i saw your revisions>,726.0,,0.0,,19.74441794404168,,0.0,,20.0,,8.0,,1.0,,2.0,,0.800199565923025,,78.0,,207.22708012569905,,474.5575706639758,,1.0,,0.0,,296.6667833344657,,2.185185185185185,,0.0,,1.2857142857142858,,56.0,
i was planning to attend>,476.0,,0.0,,22.915311281634715,,0.0,,8.0,,0.0,,0.0,,0.0,,0.7805258105876337,,33.0,,82.25028273685379,,523.6673354560669,,0.0,,0.0,,321.96260412414017,,1.7692307692307692,,0.0,,1.0,,24.0,
i was runnerup three times>,596.0,,0.0,,20.34891330488954,,0.0,,10.0,,2.0,,2.0,,0.0,,0.7874357690250241,,40.0,,107.57552603061714,,513.6201991049046,,1.0,,0.0,,305.315706527327,,1.7857142857142858,,0.0,,1.1538461538461535,,26.0,
i was selfish in what i did>,99.0,,0.0,,21.916196850404067,,0.0,,8.0,,0.0,,0.0,,0.0,,0.778451357379099,,38.0,,102.86612839912196,,547.5402544478768,,0.0,,0.0,,333.39075939173125,,1.7142857142857142,,0.0,,1.0,,27.0,
i was trying to remember what bobby said>,559.0,,0.0,,22.81075880153773,,0.0,,12.0,,1.0,,1.0,,0.0,,0.8272542845738995,,50.0,,147.83355959816546,,501.59929201237065,,1.0,,0.0,,298.0755968381481,,2.7333333333333334,,0.0,,1.05,,40.0,
i wasnt as prepared as i will be this year>,1218.0,,0.0,,24.281049296987906,,0.0,,11.0,,0.0,,0.0,,0.0,,0.8171994029550658,,47.0,,145.69820402338755,,494.2125792516147,,0.0,,0.0,,299.40102885892304,,2.5625,,0.0,,1.0,,42.0,
i wasnt sure that you received the first email>,758.0,,0.0,,23.9538843689635,,0.0,,11.0,,0.0,,0.0,,0.0,,0.8401925230039019,,57.0,,156.19999165858331,,500.9625919188341,,0.0,,0.0,,294.98883042658406,,2.7058823529411766,,0.0,,1.0,,46.0,
i will add this to the folder and let you know when we get into it>,655.0,,0.0,,19.198136310654245,,9.0,,20.0,,9.0,,0.0,,1.0,,0.8032363756330205,,84.0,,208.4060169918457,,477.0199871828088,,0.0,,1.0,,314.646161890439,,2.0,,13.636363636363637,,1.1363636363636365,,66.0,
i will be back friday>,684.0,,0.0,,22.16922376373421,,0.0,,8.0,,0.0,,0.0,,0.0,,0.7293823634385935,,30.0,,75.34895711624341,,541.2909413468209,,0.0,,0.0,,337.6874996254084,,1.6153846153846154,,0.0,,1.0,,21.0,
i will be checking up with lisa>,1029.0,,0.0,,20.539984488757337,,0.0,,12.0,,2.0,,0.0,,1.0,,0.7704107513940006,,46.0,,122.15490582135152,,519.3123038873335,,1.0,,0.0,,321.4362520951114,,1.8333333333333333,,0.0,,1.1290322580645162,,31.0,
i will be out on friday but any other day is fine>,1105.0,,0.0,,21.292920810180217,,0.0,,20.0,,2.0,,0.0,,1.0,,0.777306523830215,,76.0,,175.82271182807216,,521.8218397637045,,1.0,,0.0,,316.2796437312714,,1.7241379310344829,,0.0,,1.0816326530612246,,49.0,
i will be taking the first week in december off though>,1139.0,,0.0,,21.33585119864417,,0.0,,16.0,,4.0,,0.0,,1.0,,0.7640110529554105,,77.0,,171.72645360139464,,491.0134767370427,,1.0,,0.0,,312.6368857454373,,1.7575757575757576,,0.0,,1.148148148148148,,54.0,
i will be there>,700.0,,0.0,,23.566803802932096,,0.0,,5.0,,0.0,,0.0,,0.0,,0.8193608949215262,,19.0,,57.28817371410442,,509.1908134995804,,0.0,,0.0,,307.20701909515304,,2.142857142857143,,0.0,,1.0,,15.0,
i will be thinking of you>,109.0,,0.0,,20.759902274766105,,0.0,,9.0,,3.0,,0.0,,1.0,,0.7674392271182552,,32.0,,91.19853013990658,,469.6553900377092,,1.0,,0.0,,290.32598699480764,,2.7,,0.0,,1.24,,25.0,
i will bring john brindle>,1014.0,,0.0,,23.37569338615748,,0.0,,7.0,,0.0,,0.0,,0.0,,0.7500825462657355,,32.0,,86.7709302960956,,513.353756047558,,0.0,,0.0,,303.9271229666859,,1.818181818181818,,0.0,,1.0,,25.0,
i will bring the pillow back tomorrow and get with you then>,1233.0,,0.0,,21.41308922738077,,0.0,,21.0,,3.0,,1.0,,1.0,,0.8424613953499605,,83.0,,235.00489779526976,,509.4589946013736,,1.0,,0.0,,309.15824266601874,,2.24,,0.0,,1.1016949152542372,,59.0,
i will call you monday morning to discuss>,869.0,,0.0,,23.81186831422159,,0.0,,13.0,,0.0,,0.0,,0.0,,0.8277259161402419,,56.0,,138.79383165047776,,503.95037641095234,,0.0,,0.0,,295.2373174924525,,2.1666666666666665,,0.0,,1.0,,41.0,
i will fax the invoice to you today>,340.0,,0.0,,15.552788940073748,,0.0,,14.0,,14.0,,1.0,,3.0,,0.8286250516630073,,59.0,,153.84995455692524,,434.0057610251344,,1.0,,0.0,,281.9102166520661,,2.3157894736842106,,0.0,,1.8,,35.0,
i will follow up with him as soon as the dust settles>,640.0,,0.0,,20.080687457314628,,0.0,,15.0,,8.0,,1.0,,2.0,,0.8244718183955275,,71.0,,217.5460142585571,,474.55605217513016,,1.0,,0.0,,295.339769563193,,2.727272727272727,,0.0,,1.2641509433962264,,53.0,
i will get the gathering to gloria tomorrow>,586.0,,0.0,,22.41965591791058,,2.0,,14.0,,2.0,,0.0,,1.0,,0.8109709327134645,,62.0,,156.0780518920791,,511.9731057244052,,0.0,,1.0,,310.5222081316396,,2.0,,4.651162790697675,,1.0465116279069768,,43.0,
i will handle this afternoon>,705.0,,0.0,,20.48903526728329,,0.0,,9.0,,2.0,,0.0,,1.0,,0.7856236597431295,,39.0,,120.42084376010064,,514.6877052963755,,1.0,,0.0,,325.9401863905698,,2.1538461538461537,,0.0,,1.1428571428571428,,28.0,
i will if i want to>,322.0,,0.0,,24.287648633458872,,0.0,,4.0,,0.0,,0.0,,0.0,,0.8321362975626266,,23.0,,70.30945273375482,,494.0782939139155,,0.0,,0.0,,287.0550580424516,,1.8333333333333333,,0.0,,1.0,,19.0,
i will likely not be available>,387.0,,0.0,,20.781935062936864,,0.0,,14.0,,0.0,,0.0,,0.0,,0.7756558176186256,,48.0,,127.46182829580052,,577.4245739705522,,0.0,,0.0,,360.9839458533853,,1.45,,0.0,,1.0,,30.0,
i will need to get you set up in their system prior to tuesday>,810.0,,0.0,,20.52597785323617,,4.0,,23.0,,4.0,,1.0,,1.0,,0.7876390044297158,,94.0,,212.82737667180217,,514.819038326032,,0.0,,1.0,,316.81646384579324,,1.7027027027027026,,6.451612903225806,,1.064516129032258,,62.0,
i will need to have my memory refreshed>,1000.0,,0.0,,19.452341462277587,,0.0,,14.0,,4.0,,1.0,,1.0,,0.7650355718642872,,64.0,,143.36581654154682,,514.0769310158482,,1.0,,0.0,,325.622247711959,,1.4814814814814814,,0.0,,1.205128205128205,,39.0,
i will not be available>,6.0,,0.0,,18.971100044138623,,0.0,,8.0,,2.0,,2.0,,0.0,,0.8637131213822519,,36.0,,130.02441307812515,,542.1780635694973,,1.0,,0.0,,322.602434011742,,2.5,,0.0,,1.173913043478261,,23.0,
i will not make the meeting at pm>,461.0,,0.0,,21.71164199885563,,0.0,,10.0,,2.0,,0.0,,1.0,,0.8591907063697546,,48.0,,130.91842100162168,,494.52004163614487,,1.0,,0.0,,295.2907432865898,,2.4285714285714284,,0.0,,1.121212121212121,,33.0,
i will review them on monday>,219.0,,0.0,,17.91531361439794,,0.0,,10.0,,6.0,,0.0,,2.0,,0.8487790825616426,,44.0,,121.86303828218178,,473.77372569282926,,1.0,,0.0,,299.6511946665865,,2.357142857142857,,0.0,,1.4285714285714286,,28.0,
i will tell them>,772.0,,0.0,,21.12732000228913,,0.0,,7.0,,0.0,,0.0,,0.0,,0.7266167595189302,,27.0,,58.88500805645646,,567.9849596967247,,0.0,,0.0,,366.9081624275852,,1.25,,0.0,,1.0,,16.0,
i will try and find out>,171.0,,0.0,,22.971990984838108,,0.0,,8.0,,0.0,,0.0,,0.0,,0.7972999617442337,,33.0,,79.40593507378999,,522.3752702985212,,0.0,,0.0,,309.8586561382959,,1.8333333333333333,,0.0,,1.0,,23.0,
i will try to expedite payment tomorrow>,862.0,,0.0,,23.327902672184784,,0.0,,11.0,,0.0,,0.0,,0.0,,0.8495551807945582,,49.0,,155.43892019345503,,514.4054383555148,,0.0,,0.0,,305.2446264651759,,2.7857142857142856,,0.0,,1.0,,39.0,
i will try to make sure im in good shape>,1157.0,,0.0,,23.302989299487564,,0.0,,10.0,,0.0,,0.0,,0.0,,0.8383507703840959,,50.0,,155.72883960089422,,514.9553924510398,,0.0,,0.0,,311.79114862951263,,2.5,,0.0,,1.0,,40.0,
i wish he would leave deerfield alone>,1425.0,,0.0,,20.9799701944168,,0.0,,11.0,,2.0,,0.0,,1.0,,0.8527691108229756,,48.0,,170.1814423228954,,517.5003947351729,,1.0,,0.0,,314.9052445680896,,2.5,,0.0,,1.108108108108108,,37.0,
i wonder if rbs is another institution which could move quickly>,347.0,,0.0,,24.52618727940329,,0.0,,17.0,,0.0,,0.0,,0.0,,0.863772846122431,,75.0,,212.1734441374932,,489.27294990026496,,0.0,,0.0,,280.2214957509091,,3.210526315789474,,0.0,,1.0,,63.0,
i wont be home until >,369.0,,0.0,,16.867483393468127,,0.0,,9.0,,5.0,,0.0,,2.0,,0.8357470972470716,,40.0,,99.95563566824076,,489.1067509925508,,1.0,,0.0,,305.3430193810693,,1.7333333333333334,,0.0,,1.4761904761904765,,21.0,
i worked on the grade level promotion>,179.0,,0.0,,19.7062007415824,,0.0,,14.0,,3.0,,1.0,,1.0,,0.7884760540680057,,61.0,,158.2386319818269,,525.9073780654163,,1.0,,0.0,,320.49540139526584,,1.7272727272727273,,0.0,,1.162162162162162,,37.0,
i would assume this week sometime>,1043.0,,0.0,,14.234929725488536,,0.0,,12.0,,18.0,,0.0,,2.0,,0.8494150909748746,,55.0,,145.408381236592,,409.4555815147443,,1.0,,0.0,,285.90029712252795,,2.238095238095238,,0.0,,2.090909090909091,,33.0,
i would be glad to participate>,114.0,,0.0,,22.913650635800327,,0.0,,9.0,,0.0,,0.0,,0.0,,0.8160594074810129,,40.0,,121.30832852796154,,523.7052877663754,,0.0,,0.0,,308.0564049922881,,1.9230769230769231,,0.0,,1.0,,30.0,
i would expect an answer asap>,1360.0,,0.0,,21.922457072103228,,0.0,,5.0,,2.0,,0.0,,1.0,,0.900144912274797,,35.0,,133.43390802312211,,482.98579211686047,,1.0,,0.0,,283.1669182075965,,4.285714285714286,,0.0,,1.137931034482759,,29.0,
i would like it paid through i buy it>,1170.0,,0.0,,21.3900925857732,,0.0,,12.0,,2.0,,0.0,,1.0,,0.8288662119829836,,52.0,,143.7867341340453,,507.5781141949834,,1.0,,0.0,,301.5090848721159,,2.0,,0.0,,1.108108108108108,,37.0,
i would like to attend if so>,1040.0,,0.0,,22.48891916910732,,0.0,,9.0,,0.0,,0.0,,0.0,,0.8076803095374736,,41.0,,106.01356126761368,,533.5961194828881,,0.0,,0.0,,319.2346406876682,,1.9285714285714288,,0.0,,1.0,,28.0,
i would like to be on the list if possible>,782.0,,0.0,,22.692867488659243,,17.0,,7.0,,2.0,,0.0,,1.0,,0.8457911836812926,,34.0,,100.15587343056492,,492.33151335708726,,0.0,,1.0,,285.242097024165,,3.0,,40.47619047619048,,0.6666666666666666,,42.0,
i would like to discuss>,1026.0,,0.0,,22.62347080318028,,0.0,,8.0,,0.0,,0.0,,0.0,,0.8089106328440051,,33.0,,90.96725800105696,,530.422590963059,,0.0,,0.0,,310.96223643514446,,1.7272727272727273,,0.0,,1.0,,23.0,
i would like to see some of the drivers at our game>,516.0,,0.0,,22.19891985476855,,0.0,,19.0,,0.0,,0.0,,0.0,,0.7823425784131549,,72.0,,188.52320243975663,,540.5668419232695,,0.0,,0.0,,330.0380900282613,,1.8888888888888888,,0.0,,1.0,,51.0,
i would love to help you guys with this imbalance>,553.0,,0.0,,20.420525626835843,,0.0,,21.0,,0.0,,0.0,,0.0,,0.7393825251700213,,87.0,,184.86838918843824,,587.6440312696984,,0.0,,0.0,,370.7919238758356,,1.195121951219512,,0.0,,1.0,,49.0,
i would love to take dawn and sara riding>,1062.0,,0.0,,21.20042401675933,,0.0,,14.0,,2.0,,0.0,,1.0,,0.8489856762846938,,56.0,,178.387377169302,,516.8067266234439,,1.0,,0.0,,307.2280209436418,,2.8666666666666667,,0.0,,1.0975609756097562,,41.0,
i would not say i have guaranteed my final place>,239.0,,0.0,,23.012927768402093,,0.0,,17.0,,0.0,,0.0,,0.0,,0.7978481190366062,,66.0,,172.6216691664806,,521.4460376691663,,0.0,,0.0,,307.2720435179518,,2.2857142857142856,,0.0,,1.0,,48.0,
i would suggest you and mark address this together>,108.0,,0.0,,21.676716143542087,,0.0,,21.0,,1.0,,1.0,,0.0,,0.7426638151976074,,75.0,,173.83214271409045,,532.6992213606524,,1.0,,0.0,,331.2979556789339,,1.34375,,0.0,,1.04,,50.0,
i wouldnt say im percent but im darn close>,791.0,,0.0,,23.485983430197912,,0.0,,12.0,,0.0,,0.0,,0.0,,0.7898021183579937,,55.0,,144.82394357852894,,510.9430497413443,,0.0,,0.0,,301.08713707413665,,2.210526315789474,,0.0,,1.0,,42.0,
